Ticker,Industry,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float / Ratio,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Interest,Perf Half Y,Book/sh,P/B,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change
AOS,Industrials,S&P 500,38.48,1.79,0.84%,150.47M,-3.42%,10.46B,17.90,7.03%,-0.23%,123.54M,-9.74%,273.60M,4.81,0.77,95.36%,2.57% / 3.24,-0.32%,3.74B,2.8,-49.90%,0.61%,3.18M,1.77%,12.55,5.49,8.30%,75.62,7.34%,2.70,25.54,8.00%,15.30%,46.58 - 76.94,20.41%,1.20,19.62,-6.90%,11.30%,-10.43%,1.28,1.74%,1.20,4.60%,37.80%,47.96%,1.32,12000,1.80,-0.50%,7.50%,29.67,1.54% 1.87%,Yes,0.11,28.60%,7.30%,0.73,69.73,Yes,0.10,Jul 27 BMO,65.30%,981.90K,68.92,2.90,-5.30%,-4.49%,4.48%,"716,284",-1.16%
PVH,Consumer Cyclical,-,26.08,3.15,0.50%,62.70M,-2.04%,5.27B,7.35,11.54%,0.00%,62.38M,-6.05%,203.30M,2.28,3.00,100.00%,2.78% / 1.84,-5.33%,9.06B,0.58,-77.10%,-4.66%,1.74M,0.13%,81.76,1.01,1.70%,97.47,16.88%,5.84,14.10,11.44%,4.00%,43.49 - 94.51,16.55%,0.15,-,-13.30%,3.80%,-12.95%,2.08,0.18%,0.70,0.20%,56.70%,89.17%,2.47,19000,1.40,1.70%,5.10%,41.52,2.39% 2.67%,Yes,0.45,10.50%,2.20%,0.88,81.21,Yes,0.43,May 31 AMC,4.70%,944.39K,82.27,2.40,-3.82%,-3.48%,3.47%,"832,901",1.31%
CDW,Technology,S&P 500,25.45,7.87,0.10%,134.60M,-1.56%,26.74B,18.83,9.12%,2.34%,133.71M,6.31%,1.08B,3.98,2.61,97.20%,1.32% / 2.38,14.63%,22.38B,1.19,15.60%,1.38%,1.76M,-6.51%,11.99,16.71,8.20%,216.33,9.68%,1.53,131.15,6.40%,70.50%,147.91 - 215.00,12.16%,2.36,25.89,23.50%,18.10%,-6.84%,1.06,1.18%,1.10,9.90%,20.90%,35.42%,3.85,15100,1.30,-8.50%,7.50%,60.11,1.80% 2.03%,Yes,3.57,-5.50%,4.80%,0.47,200.32,Yes,3.55,Aug 02 BMO,28.50%,740.16K,200.3,2.00,1.98%,7.06%,7.69%,"350,444",-0.01%
TER,Technology,S&P 500,29.96,3.37,0.30%,154.76M,-0.66%,16.28B,21.99,61.00%,-8.45%,153.06M,-9.98%,559.40M,2.81,0.73,106.98%,3.30% / 2.80,2.53%,2.86B,5.69,-23.70%,-1.27%,5.06M,-4.93%,15.73,6.42,16.50%,122.41,0.60%,4.40,22.98,10.67%,23.30%,67.81 - 119.20,15.70%,0.44,35.17,14.00%,28.30%,-15.22%,1.54,0.44%,2.70,8.10%,58.20%,49.03%,2.95,6500,3.20,-18.60%,22.00%,36.69,2.31% 2.59%,Yes,0.01,-36.90%,19.60%,0.77,100.62,Yes,0.00,Jul 26 AMC,12.30%,1.81M,101.06,2.50,-6.87%,-7.47%,0.88%,"1,385,452",0.44%
MSI,Technology,S&P 500,31.51,8.81,0.10%,167.50M,-2.90%,45.73B,22.32,8.40%,-51.28%,166.25M,-6.03%,1.52B,4.38,3.02,88.30%,0.68% / 1.31,-6.36%,9.65B,4.74,10.60%,0.37%,1.13M,3.86%,2.01,138.15,12.40%,311.23,8.72%,4.31,64.41,7.20%,-,212.76 - 299.43,7.75%,3.52,30.57,12.40%,24.60%,-7.26%,0.92,1.27%,1.00,7.40%,47.80%,30.51%,4.99,20000,1.20,12.30%,20.40%,37.46,1.60% 1.82%,Yes,17.85,61.10%,15.70%,1.51,277.46,Yes,17.85,Aug 03 AMC,36.90%,860.18K,277.68,2.00,-3.07%,-3.14%,1.34%,"1,300,738",0.08%
ANSS,Technology,"NDX, S&P 500",48.81,6.00,0.10%,86.70M,-2.86%,25.12B,30.22,12.11%,-54.08%,86.49M,-14.07%,524.10M,5.03,1.26,96.30%,1.08% / 1.90,-4.66%,2.17B,11.56,16.00%,-0.37%,0.94M,7.08%,56.69,5.16,8.10%,339.86,4.50%,5.57,52.56,9.70%,11.00%,194.23 - 351.23,21.11%,-,41.98,13.60%,9.60%,-16.69%,1.26,-,2.20,13.50%,88.10%,50.64%,7.94,5600,2.20,4.80%,27.90%,31.21,2.31% 2.38%,Yes,0.15,-29.50%,24.10%,0.98,290.09,Yes,0.15,Aug 02 AMC,0.00%,492.87K,292.59,2.30,-7.75%,-10.03%,0.56%,"482,631",0.86%
HES,Energy,S&P 500,32.46,4.79,0.10%,306.00M,-1.34%,47.43B,18.64,100.77%,-29.87%,276.76M,10.85%,1.48B,4.08,0.78,88.40%,1.37% / 2.21,16.87%,10.76B,4.41,274.60%,-0.09%,3.78M,8.21%,27.03,5.76,6.80%,164.50,37.97%,7.30,21.31,7.95%,18.60%,100.34 - 160.52,9.69%,1.75,46.09,20.30%,16.50%,-3.09%,1.57,1.12%,1.40,15.70%,70.50%,55.03%,3.65,1623,1.50,-22.50%,27.90%,64.1,2.02% 2.37%,Yes,1.04,-82.00%,13.70%,0.59,154.29,Yes,1.04,Jul 26 BMO,33.70%,1.71M,155.56,2.30,2.57%,9.57%,11.18%,"1,017,020",0.82%
FLT,Technology,S&P 500,21.14,12.40,2.70%,73.89M,-1.25%,19.59B,13.24,15.42%,0.00%,71.45M,3.58%,928.70M,1.68,4.54,93.90%,1.54% / 2.33,11.66%,3.63B,5.4,24.30%,-5.75%,1.10M,22.35%,44.17,5.94,6.40%,283.06,13.03%,16.79,15.62,12.59%,34.00%,161.69 - 272.37,42.76%,-,14.24,13.70%,11.70%,-3.72%,1.18,-,1.10,8.80%,-,62.18%,5.33,9900,1.10,10.10%,42.60%,59.19,1.48% 1.95%,Yes,2.07,-4.60%,25.60%,1.05,262.01,Yes,1.43,Aug 08 AMC,0.00%,471.18K,262.23,2.10,3.23%,4.68%,21.56%,"495,234",0.08%
GOOG,Communication Services,"NDX, S&P 500",29.18,4.39,0.02%,5.80B,-1.58%,1611.25B,19.44,17.70%,-23.33%,5.03B,7.18%,-,1.80,1.43,62.21%,0.51% / 1.04,3.72%,289.53B,5.57,22.80%,-,25.47M,33.75%,21.15,6.06,-,141.44,6.47%,-,-,16.20%,-,83.45 - 134.07,44.38%,-,-,22.05%,-,-4.45%,1.06,-,-,-,-,53.52%,2.96,181798,-,7.10%,-,50.33,1.92% 1.96%,Yes,-,14.80%,-,0.96,130.46,Yes,-,Jul 25 AMC,0.00%,24.58M,128.11,1.60,-0.86%,2.51%,20.03%,"23,607,561",-1.80%
WAB,Industrials,S&P 500,29.70,3.75,0.50%,178.90M,-2.49%,19.89B,17.49,11.65%,-23.38%,177.34M,-1.26%,678.00M,2.17,1.46,94.70%,0.98% / 1.77,14.21%,8.99B,2.21,17.10%,-0.09%,1.75M,6.68%,56.95,1.96,3.60%,127.80,17.66%,2.08,53.61,13.70%,6.70%,79.33 - 119.70,11.56%,0.68,37.18,2.50%,5.70%,-6.98%,1.5,0.61%,0.60,16.60%,30.90%,40.36%,1.8,27000,1.10,17.50%,12.20%,42.74,1.24% 1.61%,Yes,0.43,17.00%,7.50%,0.69,111.56,Yes,0.33,Jul 27 BMO,17.00%,987.36K,111.35,2.50,-3.09%,1.31%,8.60%,"684,363",-0.19%
AEE,Utilities,S&P 500,18.86,4.27,0.20%,262.60M,-0.42%,21.05B,17.16,7.46%,-19.30%,261.62M,-7.32%,1.12B,3.20,1.85,80.00%,1.30% / 2.59,-3.35%,8.17B,2.58,7.70%,-1.66%,3.40M,-6.14%,40.73,1.98,2.90%,89.82,-16.37%,0.03,3007.79,5.90%,10.60%,73.28 - 97.53,-9.39%,2.52,-,8.30%,5.20%,-17.39%,0.46,3.13%,0.40,5.20%,70.50%,9.95%,1.44,9244,0.60,2.00%,19.00%,41.5,1.45% 1.73%,Yes,1.50,12.80%,13.70%,1.27,79.19,Yes,1.34,Aug 02 AMC,56.90%,1.31M,80.57,2.20,-3.25%,-3.26%,-5.73%,"1,665,104",1.74%
GNRC,Industrials,S&P 500,47.49,2.39,1.20%,61.72M,5.38%,7.13B,15.23,37.26%,-8.57%,61.23M,-23.04%,152.40M,-,1.57,94.00%,7.23% / 3.03,-3.84%,4.03B,1.77,-34.80%,-0.97%,4.43M,-12.75%,39.20,2.89,2.90%,142.30,-55.66%,3.07,36.97,-1.44%,6.50%,86.29 - 270.35,12.61%,-,451.10,21.30%,12.60%,-58.07%,1.32,-,0.90,22.10%,32.40%,31.36%,6.21,9160,2.40,-22.50%,8.10%,39.76,5.23% 4.55%,Yes,0.67,-68.50%,3.80%,1.62,110.47,Yes,0.63,Aug 02 BMO,0.00%,1.46M,113.35,2.30,-10.18%,-13.84%,-1.19%,"2,365,160",2.61%
APD,Basic Materials,S&P 500,29.11,9.78,0.30%,222.40M,-1.37%,62.73B,22.38,11.40%,0.00%,221.31M,-5.48%,2.18B,3.03,3.12,85.40%,0.88% / 2.35,3.40%,12.98B,4.83,10.60%,1.12%,1.96M,1.46%,63.57,4.48,7.60%,330.00,6.28%,8.66,32.90,9.60%,15.90%,224.75 - 328.56,-7.60%,7.00,-,14.30%,8.80%,-13.31%,0.88,2.46%,1.20,9.20%,28.80%,26.72%,5.11,19710,1.40,-4.90%,18.40%,41.61,1.55% 1.54%,Yes,0.66,2.20%,16.90%,0.86,284.5,Yes,0.61,Aug 03 BMO,68.40%,831.05K,284.82,2.30,-2.97%,-2.43%,-2.44%,"716,379",0.11%
ZBH,Healthcare,S&P 500,49.58,2.40,0.10%,208.96M,-3.83%,25.09B,14.83,7.16%,-9.52%,208.74M,-16.50%,505.50M,6.85,1.60,92.10%,1.49% / 2.15,-11.73%,7.20B,3.49,-34.80%,-0.06%,3.11M,-4.74%,59.31,2.01,2.40%,150.82,3.96%,1.52,78.45,7.24%,4.10%,102.60 - 149.25,-6.53%,0.96,35.01,-12.30%,3.30%,-20.15%,1.05,0.81%,0.90,-2.30%,71.70%,16.16%,2.25,18000,2.00,4.90%,12.10%,15.9,1.37% 1.66%,Yes,0.46,36.60%,7.00%,0.92,119.44,Yes,0.42,Aug 01 BMO,39.70%,1.45M,119.18,2.70,-8.55%,-13.07%,-7.56%,"1,329,487",-0.22%
EQR,Real Estate,S&P 500,28.85,2.21,1.72%,378.64M,-3.87%,23.89B,38.70,1.54%,-0.70%,372.53M,-6.88%,830.20M,1.86,0.39,93.10%,1.67% / 3.52,4.09%,2.82B,8.48,-42.00%,-0.47%,6.20M,-3.24%,29.02,2.20,4.10%,72.00,-20.75%,0.10,669.14,15.51%,7.50%,54.60 - 80.89,8.22%,2.65,25.27,4.80%,6.00%,-21.07%,0.83,4.15%,-,2.00%,63.90%,16.94%,1.19,2400,-,4.40%,41.60%,37.99,1.60% 1.88%,Yes,0.68,-38.40%,29.50%,0.56,63.76,Yes,0.66,Jul 27 AMC,115.30%,1.76M,63.85,2.60,-3.03%,-3.40%,1.88%,"982,680",0.14%
LEN,Consumer Cyclical,S&P 500,7.97,14.67,1.70%,284.91M,-5.06%,37.38B,8.62,7.61%,-0.70%,246.21M,-7.25%,4.21B,13.29,3.49,98.20%,1.97% / 2.07,1.04%,33.64B,1.11,10.30%,1.95%,4.86M,15.50%,87.80,1.33,11.50%,138.11,35.72%,13.42,8.72,0.60%,17.40%,69.90 - 133.24,29.28%,1.50,7.83,36.00%,15.30%,-12.19%,1.48,1.28%,-,21.60%,19.60%,67.38%,3.1,12012,-,-44.80%,16.40%,34.97,3.28% 2.23%,Yes,0.20,-51.60%,12.50%,1.04,117.05,Yes,0.15,Jun 14 AMC,10.20%,2.34M,117.0,2.30,-6.61%,-5.50%,11.13%,"2,423,029",-0.04%
TFC,Financial,S&P 500,6.65,4.33,0.10%,1.33B,-9.30%,38.02B,7.98,-3.99%,1.39%,1.33B,-12.95%,5.79B,-,0.83,75.30%,2.13% / 2.51,-3.55%,21.57B,1.76,-1.00%,-0.15%,28.29M,-39.99%,42.68,0.67,1.00%,36.83,-43.79%,28.18,1.02,-0.29%,10.50%,25.56 - 51.50,-33.12%,2.08,3.71,10.50%,12.50%,-44.12%,1.07,7.23%,-,17.70%,-,12.60%,0.95,52848,-,68.10%,62.50%,31.18,2.27% 2.49%,Yes,0.79,-15.00%,26.80%,0.8,28.97,Yes,0.79,Jul 20 BMO,47.70%,11.26M,28.78,2.60,-9.79%,-10.01%,-24.14%,"9,030,132",-0.66%
CVX,Energy,"DJIA, S&P 500",10.21,15.76,0.04%,1.91B,-1.98%,300.73B,11.44,5.76%,-4.10%,1.91B,2.88%,30.17B,-,3.16,72.00%,1.03% / 2.44,4.47%,214.09B,1.4,124.60%,-0.68%,19.65M,-3.40%,84.79,1.90,11.80%,186.24,2.03%,5.14,31.29,-7.68%,19.00%,140.46 - 189.68,-10.36%,6.04,10.88,37.10%,15.20%,-15.17%,1.16,3.75%,1.10,11.80%,38.70%,14.55%,3.24,43846,1.40,-27.80%,16.80%,53.32,1.97% 1.88%,Yes,0.14,-46.00%,14.10%,0.74,159.75,Yes,0.13,Jul 28 BMO,37.00%,8.05M,160.9,2.30,0.14%,1.94%,-3.25%,"5,997,542",0.72%
DHR,Healthcare,S&P 500,29.49,8.52,0.20%,737.30M,-1.57%,187.05B,25.84,9.82%,-5.21%,658.93M,2.88%,6.30B,-,1.88,81.00%,0.77% / 1.64,11.03%,30.36B,6.16,13.70%,-0.21%,5.07M,-1.70%,70.14,3.58,7.50%,282.52,-15.43%,11.53,21.81,-0.03%,12.90%,221.22 - 296.83,-5.28%,1.08,25.97,25.70%,11.20%,-15.30%,0.8,0.43%,1.70,15.20%,59.10%,13.65%,5.21,79000,2.10,-7.70%,24.80%,49.13,1.36% 2.61%,Yes,0.38,-34.10%,20.70%,0.66,252.82,Yes,0.35,Jul 25 BMO,11.80%,3.09M,251.41,2.00,-2.01%,2.42%,0.10%,"2,042,329",-0.56%
ALGN,Healthcare,"NDX, S&P 500",86.23,4.06,0.30%,76.52M,-0.71%,26.39B,33.77,18.26%,3.20%,71.56M,5.85%,314.10M,1.99,2.27,89.30%,3.17% / 3.07,19.41%,3.74B,7.06,-52.40%,-1.40%,2.27M,7.42%,47.54,7.37,5.30%,389.55,26.18%,13.38,26.18,43.25%,8.70%,172.05 - 413.20,66.13%,-,43.13,3.60%,11.20%,-15.21%,1.63,-,1.00,20.40%,69.90%,103.64%,11.23,23165,1.20,3.40%,15.00%,47.73,2.52% 2.93%,Yes,0.00,1.50%,8.40%,0.68,349.18,Yes,0.00,Jul 26 AMC,0.00%,739.43K,350.36,2.20,-2.19%,1.45%,20.52%,"503,745",0.34%
CL,Consumer Defensive,S&P 500,41.58,1.79,0.10%,829.40M,-3.06%,61.13B,21.57,9.13%,-27.30%,825.96M,-3.18%,1.50B,5.25,0.80,81.30%,1.15% / 1.90,-6.45%,18.68B,3.27,-16.70%,-0.61%,9.53M,2.45%,-0.08,-,9.30%,84.34,-9.27%,1.32,56.29,7.93%,628.30%,67.84 - 83.81,-5.38%,1.92,25.95,-3.80%,23.80%,-11.05%,0.49,2.58%,0.70,3.10%,56.90%,9.89%,1.1,33800,1.20,7.50%,14.80%,40.18,1.49% 1.39%,Yes,-,-15.90%,8.00%,0.73,74.0,Yes,-,Jul 28 BMO,105.10%,5.02M,74.55,2.60,-2.43%,-2.38%,-2.07%,"3,681,430",0.74%
STX,Technology,S&P 500,-,-2.56,0.40%,207.00M,-3.74%,13.41B,14.88,432.51%,-0.42%,206.25M,8.52%,-529.00M,-,-0.15,87.80%,5.97% / 5.29,2.55%,7.38B,1.82,-134.70%,-0.78%,12.31M,-8.76%,-5.79,-,-6.60%,63.47,-18.79%,3.77,17.06,-,70.00%,47.47 - 81.80,22.32%,2.80,21.41,-19.50%,-4.40%,-21.33%,1.1,4.35%,0.70,-8.00%,18.30%,35.56%,1.78,33400,1.10,-39.00%,-2.10%,50.09,2.12% 3.03%,Yes,-,-135.10%,-7.20%,0.7,64.93,Yes,-,Jul 26 AMC,-,2.33M,64.35,2.60,-0.11%,2.52%,6.51%,"1,629,425",-0.89%
FFIV,Technology,S&P 500,28.26,5.50,0.50%,59.98M,-1.13%,9.25B,12.33,10.32%,-7.33%,58.99M,4.18%,332.20M,3.01,3.21,99.50%,2.54% / 2.55,9.40%,2.81B,3.3,-1.20%,2.87%,1.50M,5.80%,44.31,3.51,6.40%,167.25,-8.77%,11.60,13.39,9.40%,12.70%,127.05 - 174.38,8.23%,-,16.20,-4.10%,12.10%,-10.93%,1.05,-,1.10,5.20%,78.60%,22.25%,2.97,7089,1.20,4.20%,14.60%,50.97,1.59% 1.98%,Yes,0.00,7.40%,11.80%,0.41,155.2,Yes,0.00,Jul 24 AMC,0.00%,588.84K,155.32,2.80,-1.11%,2.71%,6.63%,"243,969",0.08%
TJX,Consumer Cyclical,S&P 500,27.60,3.24,0.10%,1.15B,4.23%,103.25B,22.55,10.87%,-2.23%,1.15B,4.79%,3.80B,2.24,0.96,94.80%,0.61% / 1.44,12.93%,50.31B,2.05,10.00%,0.62%,6.97M,12.43%,5.57,16.07,13.50%,91.50,30.61%,4.36,20.55,12.30%,63.80%,59.78 - 90.19,12.46%,1.33,26.07,8.80%,36.00%,-0.74%,0.89,1.49%,0.60,6.80%,27.90%,49.75%,1.44,329000,1.20,3.30%,9.80%,67.58,1.79% 1.44%,Yes,0.52,54.80%,7.60%,1.6,88.29,Yes,0.45,Aug 16 BMO,36.00%,4.84M,89.52,1.80,3.44%,6.32%,12.46%,"7,744,926",1.39%
MMC,Financial,S&P 500,28.80,6.56,0.12%,495.00M,-1.57%,92.76B,22.05,10.65%,-15.73%,493.36M,-0.19%,3.28B,2.74,1.39,90.80%,0.44% / 1.35,5.28%,21.59B,4.3,-1.40%,-2.00%,2.18M,13.41%,24.16,7.82,9.00%,202.06,9.26%,25.93,7.28,10.50%,30.50%,148.11 - 194.16,14.12%,2.84,29.76,10.00%,14.90%,-2.74%,0.92,1.50%,1.00,8.10%,-,27.50%,2.52,85000,1.00,9.20%,21.60%,48.9,1.10% 1.32%,Yes,1.06,8.50%,15.20%,0.81,188.74,Yes,0.86,Jul 20 BMO,35.60%,1.62M,188.84,2.70,-0.96%,1.34%,8.65%,"1,307,578",0.05%
DOW,Basic Materials,"DJIA, S&P 500",22.30,2.42,0.10%,707.00M,-2.58%,38.34B,13.88,67.69%,0.06%,702.16M,1.83%,1.73B,-,0.43,65.60%,1.87% / 2.76,4.14%,49.24B,0.78,-25.10%,-4.54%,13.12M,-7.94%,28.28,1.91,2.90%,56.21,-2.60%,4.12,13.11,-7.73%,8.80%,42.91 - 60.88,7.20%,2.80,9.98,39.60%,11.60%,-11.26%,1.33,5.18%,1.30,5.40%,11.60%,25.89%,1.07,37800,1.90,-27.10%,5.10%,48.38,1.79% 1.84%,Yes,0.75,-69.90%,3.50%,0.62,53.86,Yes,0.74,Jul 25 BMO,115.00%,4.74M,54.02,2.80,-1.16%,0.85%,0.71%,"2,920,205",0.30%
CFG,Financial,S&P 500,6.28,4.41,0.30%,479.47M,-9.77%,13.16B,7.25,0.16%,0.30%,472.29M,-11.24%,2.16B,7.39,0.96,92.10%,5.54% / 4.00,5.20%,9.15B,1.44,-20.50%,-0.02%,26.15M,-35.27%,44.99,0.62,1.00%,34.53,-29.87%,26.46,1.05,0.85%,10.00%,23.37 - 44.82,-29.62%,1.68,2.38,9.60%,17.10%,-38.17%,1.33,6.06%,-,7.50%,-,18.57%,0.93,18889,-,55.70%,65.50%,35.68,2.29% 2.71%,Yes,0.47,37.20%,23.60%,1.06,28.28,Yes,0.42,Jul 19 BMO,38.00%,6.54M,27.71,2.40,-10.17%,-3.75%,-18.96%,"6,912,228",-2.02%
L,Financial,S&P 500,11.72,5.25,0.40%,227.69M,-2.89%,13.78B,-,-,53.84%,183.21M,-0.37%,1.23B,0.84,-,61.30%,0.88% / 2.26,4.62%,14.87B,0.93,-31.40%,-3.42%,1.61M,-0.11%,64.14,0.96,1.60%,-,5.34%,2.07,29.77,14.03%,8.60%,49.36 - 63.93,5.59%,0.25,4.09,7.60%,6.20%,-3.66%,0.83,0.41%,-,0.50%,-,24.78%,0.91,12050,-,13.80%,12.60%,46.81,1.12% 1.31%,Yes,0.62,132.60%,8.30%,1.42,61.61,Yes,0.55,Jul 31 BMO,4.80%,715.43K,61.59,3.00,-1.50%,1.56%,5.00%,"1,012,837",-0.03%
ACN,Technology,S&P 500,26.99,11.22,0.10%,664.31M,-1.98%,202.13B,24.32,7.42%,-5.76%,663.32M,-3.05%,7.16B,3.12,2.64,75.40%,1.09% / 3.02,5.38%,63.55B,3.18,17.00%,1.15%,7.23M,7.72%,40.11,7.55,14.90%,337.95,-4.87%,12.80,23.67,8.64%,30.40%,242.80 - 327.93,13.53%,4.48,21.55,14.50%,31.90%,-7.62%,1.21,1.48%,1.40,11.20%,32.30%,24.77%,5.23,721000,1.40,2.50%,14.40%,37.64,1.49% 1.62%,Yes,0.00,12.90%,11.30%,0.83,305.64,Yes,0.00,Jun 22 BMO,28.30%,2.39M,302.94,2.10,-3.45%,-2.98%,5.64%,"1,991,087",-0.88%
EXPE,Consumer Cyclical,S&P 500,18.90,5.67,0.20%,147.17M,-3.88%,15.39B,9.09,22.71%,-2.17%,137.12M,-9.81%,899.00M,0.74,5.00,95.60%,3.34% / 1.69,9.10%,12.26B,1.26,221.10%,-3.17%,4.58M,-3.87%,11.95,8.97,3.80%,128.53,-5.96%,43.90,2.44,25.63%,44.20%,82.39 - 124.95,22.39%,-,6.63,-1.30%,11.10%,-14.20%,1.64,-,0.80,3.00%,86.20%,30.13%,3.88,16500,0.80,5.60%,11.20%,43.53,3.27% 3.13%,Yes,3.55,315.60%,7.30%,0.94,105.63,Yes,3.55,Aug 03 BMO,0.00%,2.71M,107.21,2.50,-5.01%,-4.29%,5.13%,"2,534,038",1.50%
LUMN,Communication Services,RUT,-,-10.88,0.10%,1.01B,-8.60%,1.74B,7.33,-43.55%,0.00%,993.69M,-10.53%,-10716.00M,-,0.07,80.90%,14.19% / 5.74,-32.27%,15.59B,0.11,-180.60%,0.64%,141.01M,-55.73%,2.32,0.73,-23.50%,2.69,-84.63%,0.40,4.24,-,-118.10%,1.61 - 11.11,-67.43%,-,-,-39.80%,-0.30%,-84.70%,0.98,-,1.20,-0.20%,52.60%,5.59%,0.14,30000,1.20,-20.60%,-57.10%,43.76,4.74% 7.73%,Yes,8.78,-,-68.70%,0.47,1.72,Yes,8.71,Aug 01 AMC,-,24.55M,1.7,3.50,-4.52%,-11.61%,-51.16%,"11,540,157",-1.16%
WM,Industrials,S&P 500,28.54,5.57,0.10%,405.90M,-1.29%,63.91B,23.88,11.98%,-7.12%,402.35M,-7.58%,2.29B,3.37,1.61,87.80%,0.98% / 2.76,-3.72%,20.02B,3.19,25.60%,5.38%,3.93M,4.33%,17.02,9.33,7.40%,179.43,-9.37%,0.36,443.81,8.46%,33.20%,148.31 - 175.98,1.27%,2.80,42.44,-1.30%,12.30%,-9.72%,0.72,1.76%,0.80,6.30%,47.20%,7.12%,2.32,49500,0.80,1.80%,17.40%,37.88,1.13% 1.43%,Yes,2.22,7.00%,11.40%,0.85,158.49,Yes,2.15,Jul 25 AMC,48.30%,1.42M,158.87,2.30,-2.55%,-4.03%,-1.17%,"1,208,373",0.24%
CSX,Industrials,"NDX, S&P 500",15.57,1.98,0.29%,2.02B,0.39%,62.28B,15.14,7.66%,0.00%,2.00B,-8.42%,4.11B,2.06,0.46,76.00%,0.83% / 1.31,-4.69%,15.03B,4.14,16.00%,-2.24%,16.56M,-0.77%,6.07,5.09,9.90%,36.31,-10.47%,0.51,60.23,7.57%,32.80%,25.80 - 34.70,-0.36%,0.44,19.25,22.10%,15.60%,-11.04%,1.22,1.43%,1.20,5.40%,71.70%,19.65%,0.58,22700,1.40,-3.00%,39.80%,38.41,1.72% 1.73%,Yes,1.46,-9.70%,27.40%,1.09,30.27,Yes,1.46,Jul 20 AMC,21.10%,12.68M,30.87,2.20,-3.44%,-5.85%,-1.75%,"13,790,656",1.98%
EXC,Utilities,"NDX, S&P 500",18.76,2.13,0.21%,995.00M,-1.23%,39.50B,15.99,5.93%,-0.28%,993.08M,-4.76%,2.12B,1.17,0.70,83.90%,1.56% / 2.59,1.57%,19.89B,1.99,36.50%,0.36%,15.51M,-5.84%,25.21,1.59,2.20%,45.18,-13.49%,0.40,99.01,16.00%,8.50%,35.19 - 46.71,-7.45%,1.44,-,-12.20%,4.60%,-14.34%,0.55,3.60%,0.90,-10.70%,65.60%,13.71%,0.65,19063,1.00,13.70%,17.70%,41.25,0.96% 1.58%,Yes,1.70,-27.30%,10.70%,0.89,39.96,Yes,1.59,Aug 02 BMO,65.30%,5.99M,40.01,2.20,-2.53%,-2.31%,-2.98%,"5,361,232",0.13%
FE,Utilities,S&P 500,45.38,0.80,0.10%,573.00M,-1.90%,20.42B,13.49,5.18%,0.00%,572.80M,-8.82%,458.00M,6.71,0.87,89.00%,2.01% / 3.57,-4.77%,12.89B,1.58,-68.70%,-0.34%,11.53M,-10.85%,18.34,1.97,1.00%,42.42,-11.54%,0.30,119.40,6.76%,4.40%,35.60 - 43.31,-13.76%,1.56,-,-19.00%,2.50%,-16.49%,0.46,4.31%,0.50,2.70%,67.40%,1.60%,0.67,12335,0.60,6.70%,15.60%,36.03,1.61% 1.76%,Yes,2.28,25.20%,3.60%,0.68,35.87,Yes,2.16,Aug 01 AMC,195.10%,3.23M,36.17,2.50,-4.33%,-6.13%,-8.73%,"2,185,834",0.84%
GPS,Consumer Cyclical,-,-,-0.16,5.70%,367.00M,-2.81%,3.77B,12.42,38.31%,-0.91%,204.19M,13.10%,-58.00M,-,0.34,59.30%,17.13% / 4.10,27.74%,15.41B,0.24,-188.60%,-2.05%,34.98M,-24.93%,5.95,1.74,-0.50%,10.70,-6.33%,3.21,3.23,-3.21%,-2.50%,7.22 - 15.49,-8.16%,0.60,9.20,-17.60%,-3.20%,-33.12%,1.92,5.79%,0.70,-0.30%,35.60%,43.49%,0.4,95000,1.50,-5.80%,0.80%,56.65,3.64% 3.83%,Yes,0.84,88.80%,-0.40%,0.89,10.14,Yes,0.84,Aug 24 AMC,-,8.53M,10.36,3.00,1.25%,7.81%,-5.21%,"7,624,971",2.17%
SYY,Consumer Defensive,S&P 500,20.57,3.48,0.20%,507.72M,-0.68%,36.16B,15.04,9.11%,0.00%,502.96M,-5.16%,1.77B,1.64,1.05,84.30%,1.86% / 3.78,-2.35%,76.32B,0.47,159.00%,-1.08%,9.37M,-7.74%,3.10,23.05,6.40%,84.85,-16.48%,1.50,47.70,12.55%,103.10%,69.22 - 87.41,-6.51%,2.00,31.26,4.90%,16.20%,-18.24%,1.1,2.80%,0.70,4.40%,18.30%,3.25%,1.31,71000,1.20,11.70%,3.00%,37.88,1.98% 1.73%,Yes,6.97,42.30%,1.90%,1.86,71.46,Yes,6.51,Aug 01 BMO,68.80%,2.48M,71.47,2.30,-3.43%,-2.91%,-6.79%,"4,614,508",0.01%
